,name,pledged,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,usd_pledged,usd_type,friends,is_backing,is_starred,permissions,country,town,location_type,project_url,reward_url
3433,Portraits and Caricatures of YOU by LeafWorthy,280.0,portraits-and-caricatures-of-you-by-leafworthy,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,CA,1348526842,1.0,280.0,domestic,,,,,US,El Cerrito,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3434,The Drawing Project,1105.0,the-drawing-project,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,Dublin,1352422589,1.0,1105.0,domestic,,,,,IE,Dublin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3435,The Minimum Bible Project,2560.0,the-minimum-bible-project,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,MI,1355705303,1.0,2560.0,domestic,,,,,US,Ithaca,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3436,Put a War Bird on Your Wall,13128.0,put-a-war-bird-on-your-wall,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,TX,1354816492,1.0,13128.0,domestic,,,,,US,Georgetown,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3437,Design Prints By Blue Obsidian,1542.0,design-prints-by-blue-obsidian,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,CA,1353889831,1.0,1542.0,domestic,,,,,US,Whittier,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3438,Digital Dreams,2280.0,digital-dreams,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,NM,1353783631,1.0,2280.0,domestic,,,,,US,Las Cruces,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3439,Automated Digital Photo Collage,3000.0,automated-digital-photo-collage,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,NY,1355453511,1.0,3000.0,domestic,,,,,US,Lower East Side,Suburb,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3440,Heaven's Hell - The Art Book,55751.0,heavens-hell-the-art-book,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,CA,1359580601,1.0,55751.0,domestic,,,,,US,Irvine,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3441,OSA Digital Media Show on the Great Wall!,2970.0,osa-digital-media-show-on-the-great-wall,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,CA,1360022580,1.0,2970.0,domestic,,,,,US,Oakland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3442,Important Portraits,8693.0,important-portraits,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,ON,1361553389,1.0,8693.0,domestic,,,,,CA,Toronto,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3443,Put a Dark Man on your Wall,9141.0,put-a-dark-man-on-your-wall,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,TX,1361647335,1.0,9141.0,domestic,,,,,US,Georgetown,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3444,HappyGem,5547.79,happygem,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,Sor-Trondelag,1342907710,1.0,5547.79,domestic,,,,,NO,Trondheim,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3445,Ghosts Series Art Book,11001.0,ghost-series-art-book,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,CA,1343617228,1.0,11001.0,domestic,,,,,US,Cupertino,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3446,Kay and P - The Trade Paperback,1302.0,kay-and-p-the-trade-paperback,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,MA,1344104057,1.0,1302.0,domestic,,,,,US,Beverly,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3447,"""The Real Maine"" movie poster",1637.5,the-real-maine-movie-poster,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,NY,1342238341,1.0,1637.5,domestic,,,,,US,Binghamton,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3448,Bodies and Beats - iOS App for iPhone & iPad,8180.0,bodies-and-beats-ios-app-for-iphone-and-ipad,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,MI,1344570900,1.0,8180.0,domestic,,,,,US,Ann Arbor,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3449,Pixel Portrait Poster Project!,20006.0,pixel-portrait-poster-project,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,VA,1344714756,1.0,20006.0,domestic,,,,,US,Sterling,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3450,Put a wormhole on your wall,9788.0,put-a-wormhole-on-your-wall,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,TX,1347396327,1.0,9788.0,domestic,,,,,US,Georgetown,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3451,Crimson Chronicles Book App for the iPad/iPhone,8875.0,crimson-chronicles-book-app-for-the-ipad-iphone,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,NY,1348167294,1.0,8875.0,domestic,,,,,US,Kingston,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3452,Monster Tokens by Devin Night,11046.0,monster-tokens-by-devin-night,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,OH,1346385929,1.0,11046.0,domestic,,,,,US,Columbus,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3453,The LISA Conference: Leaders in Software and Art,18396.0,the-lisa-conference-leaders-in-software-and-art,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,NY,1347519544,1.0,18396.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3454,The Entire Cartoon Universe,7368.0,the-characternity-a-picture-of-the-cartoon-univers,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,NY,1347854341,1.0,7368.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3455,LAUNCH CINE-CUSSION INTO THE FUTURE,5195.0,launch-cine-cussion-into-the-future,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,NY,1348246913,1.0,5195.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3456,The Light Hammer Project,1575.0,the-light-hammer-project,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,RI,1333997889,1.0,1575.0,domestic,,,,,US,Providence,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3457,QR Poems,516.0,qr-poems,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,TX,1333047538,1.0,516.0,domestic,,,,,US,Dallas,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3458,"CAT22: Culture, Art, and Technology in the 22nd Century",1113.2,cat22-culture-art-and-technology-in-the-22nd-centu,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,TX,1333996470,1.0,1113.2,domestic,,,,,US,Austin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3459,Altar to Our Lady of the Shining Silver Sun,3855.0,altar-to-our-lady-of-the-shining-silver-sun,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,San Salvador,1333936833,1.0,3855.0,domestic,,,,,SV,San Salvador,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3460,DS106: The Open Online Community of Digital Storytellers,12643.0,ds106-the-open-online-community-of-digital-storyte,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,VA,1334606428,1.0,12643.0,domestic,,,,,US,Fredericksburg,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3461,The Alien Hitchhikers Guide To AMERIKA!,156.0,the-alien-hitchhikers-guide-to-amerika,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,CA,1339075736,1.0,156.0,domestic,,,,,US,Ukiah,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3462,ENZYMEZ,2011.0,enzymez,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,CA,1337659141,1.0,2011.0,domestic,,,,,US,San Francisco,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3463,Atari 2600 Star Castle,23946.01,atari-2600-star-castle,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,IL,1337860861,1.0,23946.01,domestic,,,,,US,Wheaton,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3464,Dumbing of Age: The first book collection,30030.74,dumbing-of-age-the-first-book-collection,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,OH,1338868740,1.0,30030.74,domestic,,,,,US,Columbus,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3465,Short. Sweet. Film Fest,505.0,short-sweet-film-fest,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,OH,1338609541,1.0,505.0,domestic,,,,,US,Cleveland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3466,The Great Bike Powered Light Show Dance Party!,1095.0,the-great-bike-powered-light-show-dance-party,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,NY,1338609543,1.0,1095.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3467,Expanding Eyebeam's Public Presence in Chelsea,26561.01,expanding-eyebeams-public-presence-in-chelsea,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,NY,1341579916,1.0,26561.01,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3468,Made In Man,1021.0,made-in-man,https://www.kickstarter.com/discover/categories/art/digital%20art,True,True,Stockholm,1321982546,1.0,1021.0,domestic,,,,,SE,Stockholm,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3469,2012 Mayan Calendar on a State-of-the-Art Patch,517.0,2012-mayan-calendar-on-a-state-of-the-art-patch,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,OR,1322204420,1.0,517.0,domestic,,,,,US,Klamath Falls,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3470,Playa Time-Lapse 2.0,3941.77,playa-time-lapse-20,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,CA,1322985545,1.0,3941.77,domestic,,,,,US,San Francisco,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3471,The Productive,10601.0,the-productive,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,NY,1326323280,1.0,10601.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3472,ArtMuse Online Gallery,12885.0,artmuse-online-gallery,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,CA,1326510309,1.0,12885.0,domestic,,,,,US,Fairfax,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3473,Colors of Time,1112.0,colors-of-time,https://www.kickstarter.com/discover/categories/art/digital%20art,True,False,AZ,1328068833,1.0,1112.0,domestic,,,,,US,Grand Canyon Village,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
