,name,pledged,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,usd_pledged,usd_type,friends,is_backing,is_starred,permissions,country,town,location_type,project_url,reward_url
516,Ascension,1.0,ascension-0,https://www.kickstarter.com/discover/categories/art/installations,False,False,QC,1412520416,0.91768377,0.91768377,domestic,,,,,CA,Quebec,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
517,Ate Bit Art,143.0,ate-bit-art,https://www.kickstarter.com/discover/categories/art/installations,False,True,GA,1413251787,1.0,143.0,domestic,,,,,US,Atlanta,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
518,"""Magic Halloween"" - A Haunted Walk for Youngsters",20.0,magical-halloween-a-haunted-walk-for-youngsters,https://www.kickstarter.com/discover/categories/art/installations,False,False,NH,1412974810,1.0,20.0,domestic,,,,,US,Charlestown,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
519,Displacement,60.0,displacement,https://www.kickstarter.com/discover/categories/art/installations,False,False,ON,1412791129,0.89531687,53.719012199999995,domestic,,,,,CA,Toronto,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
520,A Little Free Library For El Cerrito,72.0,a-little-free-library-for-el-cerrito,https://www.kickstarter.com/discover/categories/art/installations,False,False,CA,1415466299,1.0,72.0,domestic,,,,,US,El Cerrito,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
521,The Labyrinth @ Funky Junction Farm,50.0,the-labyrinth-funky-junction-farm,https://www.kickstarter.com/discover/categories/art/installations,False,False,MS,1415552260,1.0,50.0,domestic,,,,,US,Senatobia,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
522,Bringing Back the Jam,9.0,bringing-back-the-jam,https://www.kickstarter.com/discover/categories/art/installations,False,False,PA,1416922932,1.0,9.0,domestic,,,,,US,Pittsburgh,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
523,Turning ARCO Ground Floor Kitchen into a Ball Pit,0.0,turning-arco-ground-floor-kitchen-into-a-ball-pit,https://www.kickstarter.com/discover/categories/art/installations,False,False,England,1414145340,1.59921958,0.0,domestic,,,,,GB,Oxford,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
524,Downtown Colorado Springs Holiday 3D Laser Show,210.0,downtown-colorado-springs-holiday-3d-laser-show,https://www.kickstarter.com/discover/categories/art/installations,False,False,CO,1416801611,1.0,210.0,domestic,,,,,US,Colorado Springs,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
525,Home,0.0,home-0,https://www.kickstarter.com/discover/categories/art/installations,False,False,NY,1417992842,1.0,0.0,domestic,,,,,US,Poughkeepsie,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
526,RV Purse Museum - Where the Handbag Meets the Highway,835.0,rv-purse-museum-where-the-handbag-meets-the-highwa,https://www.kickstarter.com/discover/categories/art/installations,False,True,CA,1417387034,1.0,835.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
527,US's Largest Disco Ball: Clean-Air Fireworks Alternative,13599.0,uss-largest-disco-ball-clean-air-fireworks-alterna,https://www.kickstarter.com/discover/categories/art/installations,False,False,UT,1417894596,1.0,13599.0,domestic,,,,,US,Salt Lake City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
528,New Jerusalem Holy City Memorial,0.0,new-jerusalem-holy-city-memorial,https://www.kickstarter.com/discover/categories/art/installations,False,False,CA,1411837210,1.0,0.0,domestic,,,,,US,Los Gatos,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
529,WHEEL OF FORTUNE - Solar outpost.... plus,1421.0,wheel-of-fortune-solar-outpost-plus,https://www.kickstarter.com/discover/categories/art/installations,False,False,NV,1407347916,1.0,1421.0,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
530,Opening Philadelphia Public Schools,120.0,opening-philadelphia-public-schools,https://www.kickstarter.com/discover/categories/art/installations,False,False,PA,1408127221,1.0,120.0,domestic,,,,,US,Philadelphia,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
531,Color Collaboration- Interactive Fiber Art Installation,1000.0,color-collaboration-interactive-fiber-art-installa,https://www.kickstarter.com/discover/categories/art/installations,False,False,OR,1411241410,1.0,1000.0,domestic,,,,,US,Medford,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
532,Random Cow Globe Planters,126.0,random-cow-globe-planters,https://www.kickstarter.com/discover/categories/art/installations,False,False,VA,1411324445,1.0,126.0,domestic,,,,,US,Boones Mill,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
533,The Dungeon Family Pyramid by Occasional Superstar,250.0,the-dungeon-family-pyramid,https://www.kickstarter.com/discover/categories/art/installations,False,False,GA,1410793395,1.0,250.0,domestic,,,,,US,Atlanta,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
534,plastic turmoil - Plastik Getuemmel,172.0,plastic-turmoil-plastik-getuemmel,https://www.kickstarter.com/discover/categories/art/installations,False,False,DC,1410835045,1.0,172.0,domestic,,,,,US,Washington,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
535,Inside-out: Art 4 Art's Sake NOLA Outdoor Installation,55.0,inside-out-art-4-arts-sake-nola-outdoor-installati,https://www.kickstarter.com/discover/categories/art/installations,False,False,LA,1410266193,1.0,55.0,domestic,,,,,US,New Orleans,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
536,huabiao,9.0,huabiao,https://www.kickstarter.com/discover/categories/art/installations,False,True,NV,1411265821,1.0,9.0,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
537,The Modern Wallet,5.0,the-modern-wallet,https://www.kickstarter.com/discover/categories/art/installations,False,False,England,1411583310,1.65731115,8.28655575,domestic,,,,,GB,Grimethorpe,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
538,Small Craft Invasion! (Street Size Battleship),280.0,small-craft-invasion-street-size-battleship,https://www.kickstarter.com/discover/categories/art/installations,False,False,ME,1412254268,1.0,280.0,domestic,,,,,US,Portland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
539,"To Cuba with Love-Print Media: Traditional, Digital & Beyond",315.0,to-cuba-with-love-print-media-traditional-digital,https://www.kickstarter.com/discover/categories/art/installations,False,False,Ciudad de la Habana,1410819960,0.91550276,288.3833694,domestic,,,,,CU,Havana,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
540,LandSkype,0.0,landskype,https://www.kickstarter.com/discover/categories/art/installations,False,False,England,1404558012,1.68013858,0.0,domestic,,,,,GB,Ipswich,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
541,Arcus Hymenoptera Transport & Propane for Element 11,420.0,arcus-hymenoptera-transport-and-propane-for-elemen,https://www.kickstarter.com/discover/categories/art/installations,False,False,CO,1404428461,1.0,420.0,domestic,,,,,US,Denver,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
542,The Supreme Ultimate,2650.0,the-supreme-ultimate,https://www.kickstarter.com/discover/categories/art/installations,False,False,NV,1405981388,1.0,2650.0,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
543,ART 4 empty store fronts (round two),130.0,art-4-empty-store-fronts-round-two,https://www.kickstarter.com/discover/categories/art/installations,False,False,CA,1406075015,1.0,130.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
544,Incendia,665.0,incendia,https://www.kickstarter.com/discover/categories/art/installations,False,False,GA,1406383077,1.0,665.0,domestic,,,,,US,Athens,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
545,No Land No Culture,5.0,no-land-no-culture,https://www.kickstarter.com/discover/categories/art/installations,False,False,AZ,1408998655,1.0,5.0,domestic,,,,,US,Scottsdale,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
546,Save The Maidan Museum Ukraine,270.0,save-the-maidan-museum-ukraine,https://www.kickstarter.com/discover/categories/art/installations,False,False,Kiev City Municipality,1405356966,1.0,270.0,domestic,,,,,UA,Kiev,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
547,New House Art Fence of Awesomeness,1.0,new-house-art-fence-of-awesomeness,https://www.kickstarter.com/discover/categories/art/installations,False,False,OH,1406171500,1.0,1.0,domestic,,,,,US,Dayton,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
548,GIANT BLANKET FORT,2.0,giant-blanket-fort,https://www.kickstarter.com/discover/categories/art/installations,False,False,ON,1410101660,0.9366304,1.8732608,domestic,,,,,CA,Toronto,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
549,A Good Night Sleep,0.0,a-good-night-sleep,https://www.kickstarter.com/discover/categories/art/installations,False,False,England,1405710013,1.71337029,0.0,domestic,,,,,GB,Nottingham,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
550,Save The Free Mic Maidan Museum,0.0,save-the-free-mic-maidan-museum,https://www.kickstarter.com/discover/categories/art/installations,False,False,Kiev City Municipality,1406149212,1.0,0.0,domestic,,,,,UA,Kiev,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
551,The Journey,40.0,the-journey-1,https://www.kickstarter.com/discover/categories/art/installations,False,False,Scotland,1407690011,1.70699441,68.2797764,domestic,,,,,GB,Edinburgh,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
552,Artere-a Catálogo de exposiciones,50740.0,artere-a-catalogo-de-exposiciones,https://www.kickstarter.com/discover/categories/art/installations,True,True,Baja California,1514323652,0.05385421,2732.5626154,domestic,,,,,MX,Guadalajara,Suburb,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
553,Ghibli Inspired Hard Enamel Pins (Sprited away),3453.0,ghibli-inspired-hard-enamel-pins-sprited-away,https://www.kickstarter.com/discover/categories/art/installations,True,False,TAS,1514954903,0.76109988,2628.07788564,domestic,,,,,AU,Hobart,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
554,Here Where You Wish,4111.0,here-where-you-wish,https://www.kickstarter.com/discover/categories/art/installations,True,False,MO,1516773600,1.0,4111.0,domestic,,,,,US,Kansas City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
555,Knotholes: Cut Paper Environment,2461.0,knotholes-cut-paper-environment,https://www.kickstarter.com/discover/categories/art/installations,True,False,VT,1517714483,1.0,2461.0,domestic,,,,,US,Johnson,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
556,Instalación fotográfica para honrar a la vaquita marina.,93820.0,instalacion-fotografica-para-honrar-a-la-vaquita-m,https://www.kickstarter.com/discover/categories/art/installations,True,True,Distrito Federal,1517551143,0.05207602,4885.772196399999,domestic,,,,,MX,Mexico City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
557,Our Face's of Violence - An Installtion to Unite,0.0,our-faces-of-violence-an-installtion-to-unite,https://www.kickstarter.com/discover/categories/art/installations,False,False,Berlin,1405282584,0.91743877,0.0,domestic,,,,,DE,Berlin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
558,The Rise of Humanity // Burning Man 2014,17680.0,the-rise-of-humanity-burning-man-2014,https://www.kickstarter.com/discover/categories/art/installations,False,False,NY,1403020103,1.0,17680.0,domestic,,,,,US,Brooklyn,County,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
559,Bella Art Nail Designs,110.0,bella-art-nail-designs,https://www.kickstarter.com/discover/categories/art/installations,False,False,CA,1402773549,1.0,110.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
560,"""ART 4 EMPTY STORE FRONTS""",526.11,art-against-empty-retail-stores-aka-popup-art,https://www.kickstarter.com/discover/categories/art/installations,False,False,CA,1403366782,1.0,526.11,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
561,"""Fade"" - Music Festival Art Installation",170.0,fade-music-festival-art-installation,https://www.kickstarter.com/discover/categories/art/installations,False,False,BC,1405749611,0.92181446,156.7084582,domestic,,,,,CA,Victoria,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
562,Lotus Temple Rising,2155.22,lotus-temple-rising,https://www.kickstarter.com/discover/categories/art/installations,False,True,CO,1404675913,1.0,2155.22,domestic,,,,,US,Boulder,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
563,html.distantshores,0.0,htmldistantshores,https://www.kickstarter.com/discover/categories/art/installations,False,False,NSW,1406177050,0.93330944,0.0,domestic,,,,,AU,Sydney,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
564,Shack To-Hell-U-Ride: Burning Man Mutant Vehicle,4000.0,shack-to-hell-u-ride-burning-man-mutant-vehicle,https://www.kickstarter.com/discover/categories/art/installations,True,False,NV,1503007881,1.0,4000.0,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
565,Notes To A Friend: The Experience,56500.0,notes-to-a-friend-the-experience,https://www.kickstarter.com/discover/categories/art/installations,True,True,NY,1503802838,1.0,56500.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
566,A Lost Cargo - aka the 7 Flaming 7,3734.66,a-lost-cargo-aka-the-7-flaming-7,https://www.kickstarter.com/discover/categories/art/installations,True,False,NV,1503021600,1.0,3734.66,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
567,X'Cambó - A New Interactive Video Installation,2015.0,xcambo-a-new-interactive-video-installation,https://www.kickstarter.com/discover/categories/art/installations,True,False,PA,1503806100,1.0,2015.0,domestic,,,,,US,Philadelphia,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
568,The Escape Key - Burning Man 2017,5666.0,the-escape-key-burning-man-2017,https://www.kickstarter.com/discover/categories/art/installations,True,False,NV,1503540000,1.0,5666.0,domestic,,,,,US,Gerlach,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
569,"Bring the Giant Rideable Claw Machine to Burning Man, again!",5000.0,bring-the-giant-rideable-claw-machine-back-to-burn,https://www.kickstarter.com/discover/categories/art/installations,True,False,CA,1504069200,1.0,5000.0,domestic,,,,,US,Oakland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
570,Visual artist moving to Rennes for artist residency,716.0,visual-artist-moving-to-rennes-for-artist-residenc,https://www.kickstarter.com/discover/categories/art/installations,True,False,Ile-de-France,1507042522,1.17307007,839.91817012,domestic,,,,,FR,Rennes,Suburb,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
571,Game of Thorns,18564.0,game-of-thorns,https://www.kickstarter.com/discover/categories/art/installations,True,False,CA,1506409140,1.0,18564.0,domestic,,,,,US,Claremont,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
572,"Coal Comforts: A Climate Change Art ""Bakery""",6335.0,coal-comforts-a-climate-change-art-bakery,https://www.kickstarter.com/discover/categories/art/installations,True,True,NY,1506443496,1.0,6335.0,domestic,,,,,US,Brooklyn,County,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
573,"what.home: an expoloration of home, belonging, and identity",1200.0,whathome-an-expoloration-of-home-belonging-and-ide,https://www.kickstarter.com/discover/categories/art/installations,True,False,BC,1511416800,0.78053654,936.643848,domestic,,,,,CA,Bowen Island,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
574,"REWIND - Art installation on US History, Race, and Power",15385.0,rewind-art-installation-on-us-history-race-and-pow,https://www.kickstarter.com/discover/categories/art/installations,True,True,WA,1513370531,1.0,15385.0,domestic,,,,,US,Seattle,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
575,Instants² Exhibition in Iceland,3500.0,instants2-exhibition-in-iceland,https://www.kickstarter.com/discover/categories/art/installations,True,True,Reykjavik,1512634834,1.16095746,4063.35111,domestic,,,,,IS,Reykjavik,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
576,Moving Mountains - An Exhibition in South Korea,3390.0,moving-mountains-an-exhibition-in-south-korea,https://www.kickstarter.com/discover/categories/art/installations,True,True,Kyeongki-Do,1493819064,1.0,3390.0,domestic,,,,,KR,Gwangju-Si,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
577,Devoted - A Temple for the Lost Voters of Burning Man,5561.0,devoted-an-interactive-art-installation-at-burning,https://www.kickstarter.com/discover/categories/art/installations,True,False,NV,1495198513,1.0,5561.0,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
578,Island Revival,6140.0,island-revival,https://www.kickstarter.com/discover/categories/art/installations,True,False,Scotland,1494407464,1.05909989,6502.873324600001,domestic,,,,,GB,Glasgow,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
579,THE MANDALA PROJECT - A Collective Meditation on Humanity,10788.0,the-mandala-project-a-collective-meditation-on-hum,https://www.kickstarter.com/discover/categories/art/installations,True,True,Veneto,1496680976,1.0,10788.0,domestic,,,,,IT,Venice,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
580,Celestial Field - Burning Man 2017,7078.88,celestial-field,https://www.kickstarter.com/discover/categories/art/installations,True,False,NV,1502059194,1.27420999,9019.9796140112,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
581,Gummy Bear Pyramid Art Installation Burning Man 2017,10205.22,gummy-bear-pyramid-art-installation-burning-man-20,https://www.kickstarter.com/discover/categories/art/installations,True,False,NV,1503112701,1.0,10205.22,domestic,,,,,US,Black Rock City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
582,PROGRESO Art Gallery,15630.0,progreso-gallery,https://www.kickstarter.com/discover/categories/art/installations,True,True,Distrito Federal,1501822742,0.055889999999999995,873.5607,domestic,,,,,MX,Mexico City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
583,Art in Our Changing Landscape,2240.0,art-in-our-changing-landscape,https://www.kickstarter.com/discover/categories/art/installations,True,False,CA,1501630569,1.0,2240.0,domestic,,,,,US,Vallejo,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
584,"STREAM Chapter 4, an exhibition",2651.0,stream-chapter-4-an-exhibition,https://www.kickstarter.com/discover/categories/art/installations,True,False,VT,1502386538,1.0,2651.0,domestic,,,,,US,South Windham,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
585,XOCHIPILLI,122705.0,xochipilli,https://www.kickstarter.com/discover/categories/art/installations,True,True,Distrito Federal,1502638257,0.05631947,6910.68056635,domestic,,,,,MX,Mexico City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
586,"Bites and Pieces: The Last Supper, Annique Delphine",3096.0,bites-and-pieces-the-last-supper-annique-delphine,https://www.kickstarter.com/discover/categories/art/installations,True,False,Berlin,1502620350,1.14105102,3532.69395792,domestic,,,,,DE,Berlin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
587,Steps in Line. Art Residency in Buenos Aires!,3415.0,steps-in-line-art-residency-in-buenos-aires,https://www.kickstarter.com/discover/categories/art/installations,True,False,Autonomous City of Buenos Aires,1501264413,1.0,3415.0,domestic,,,,,AR,Buenos Aires,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
588,Wayward Beasties Art Car,10910.0,wayward-beasties-art-car,https://www.kickstarter.com/discover/categories/art/installations,True,False,AZ,1484535445,1.0,10910.0,domestic,,,,,US,Phoenix,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
589,Famousonmars x Witchoria,4090.0,famousonmars-x-witchoria,https://www.kickstarter.com/discover/categories/art/installations,True,False,FL,1481086800,1.0,4090.0,domestic,,,,,US,Miami,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
590,Millington Marriott 5th Birthday Present,1113.0,millington-marriott-5th-birthday-present,https://www.kickstarter.com/discover/categories/art/installations,True,False,England,1483142342,1.27446495,1418.47948935,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
591,Stoicheia [ELEMENTS]: Digital Stained Glass Art Installation,3106.0,stoicheia-elements-digital-stained-glass-art-insta,https://www.kickstarter.com/discover/categories/art/installations,True,True,OR,1484553600,1.0,3106.0,domestic,,,,,US,Portland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
592,GALA (Guild of Arts LA) presents CASA (Create and Share Art),573.0,gala-guild-of-arts-la-presents-casa-create-and-sha,https://www.kickstarter.com/discover/categories/art/installations,True,False,CA,1486260000,1.0,573.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
593,Extra Life - A Love Burn 2017 Effigy,15428.0,extra-life-a-love-burn-2017-effigy,https://www.kickstarter.com/discover/categories/art/installations,True,False,LA,1485728637,1.0,15428.0,domestic,,,,,US,New Orleans,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
